entity,count
ss,159
sss,40
-s,21
s-,17
-ss,8
sssss,7
ws,6
w-s,4
-sw,3
s-s,3
--sw,2
ww,2
--ss,2
wsssss,2
sw,2
sssssss,2
w-w,2
ssss,2
--s,2
--,2
s-w,1
-sss,1
ss-s,1
-sw-w,1
sssw,1
ws-ws,1
wsss,1
ssw,1
sw-,1
-w,1
ssswsss,1
swsssss,1
---s,1
wwsws,1
