entity,count
ss,178
sss,27
--,18
-s,14
-ss,13
ws,13
s-,8
ssw,7
--ss,5
ssss,4
-sss,3
sws,3
sssss,3
s-s,2
sw,2
-s-s,1
---,1
--s,1
ssssw,1
ss-,1
ssss-s,1
ssssss,1
-s--ss,1
