entity,count
ss,241
s-,91
sss,56
-s,26
s-s,23
-ss,18
ws,14
sw,11
ssss,8
ss-,7
--s,5
--,4
sssss,4
sssssss,4
ssssss,3
s---,3
wss,3
sssw,2
w-w,2
-s-,1
-sss,1
ws-,1
s-sss,1
--sss,1
ssswss,1
-s--,1
ssssssss,1
-s-ss,1
swsssss,1
sssssssss,1
ssw,1
swsss,1
sws,1
---s,1
wws,1
s--s,1
sss-,1
ssws,1
