entity,count
ss,255
s-,58
-s,43
sss,42
-ss,18
sw,13
ssss,10
s-s,8
sws,8
ws,7
sssss,6
-sss,5
-w,5
--,3
sssw,3
sssssss,2
wsss,1
swsssss,1
--sss,1
-sw,1
ww,1
wss,1
ssssss,1
ssws,1
ss-,1
--ss,1
ssss-ss,1
s-ssss,1
s-ss,1
