entity,count
ss,214
sss,32
-ss,23
-s,23
ws,14
sw,13
--,7
-wss,6
ssss,6
w-s,5
s-,5
ssssss,5
sssss,4
s-ss,4
w-,3
s--s,3
w-w,3
s-s,2
-s-s,2
-ss-,2
-s-sss,2
-sss,2
s-w,2
ss-w,2
-s-sw--w,1
ssswssssss,1
ss-,1
sws,1
sssw,1
ssswss,1
wsss,1
swsss,1
