entity,count
ss,182
-s,45
sss,32
s-,29
ssss,18
s-s,14
-ss,11
ws,7
-w,7
-sss,6
--s,5
sssss,5
ssssss,5
-sw,4
-wss,3
ww,3
--,3
ssw,2
sw,2
sws,1
--ss,1
-s-s,1
--w,1
ss-w,1
--sw,1
-s--s,1
w-,1
sssssss,1
s-ss,1
sss-s,1
sss-,1
wss,1
ssssswss,1
swsssss,1
w-w,1
wsss,1
s-s-sss,1
s-s-ssssss-,1
ss-s,1
ss-,1
s-sss,1
-ssss,1
ssssw,1
