entity,count
ss,207
s-,39
sss,33
-s,28
-ss,12
s-s,12
ws,10
-wss,9
ssss,8
sw,8
--,6
ssssss,6
sssss,5
-sss,4
w-,3
s-w,2
-sw,2
ssw,2
wss,1
--s,1
w-s,1
s-sw,1
sss-,1
ss-,1
s-ss,1
-ssss,1
ss-ss,1
s-sss,1
sssws,1
