entity,count
ss,120
sss,19
-s,18
ws,17
s-,8
ssss,7
-ss,7
--,7
sssss,5
-sss,5
sw,5
s-s,4
ssssss,3
sswss,2
-ws,2
w-w,1
sw-,1
s-s-w,1
-w,1
ss--,1
-ssss,1
s-sss,1
-ssw,1
--s,1
w---s,1
ss-,1
ss-s,1
-s-s,1
ss-ss,1
swsw,1
