entity,count
ss,213
s-,41
sss,28
-s,18
-ss,14
ws,10
s-s,10
sssss,8
ssss,8
-wss,6
sw,5
-sss,5
s-w,4
-s-s,4
--,3
ssssss,3
--s,2
w-,2
sssssss,2
ss-,2
-sw,2
ssssssssss,1
-s-,1
sssssssssss,1
s-sss,1
wss,1
wsss,1
ssw,1
sss-,1
ww,1
sws,1
-ssw,1
