entity,count
ss,261
sss,49
s-,44
-ss,29
-s,29
ws,21
sw,14
s-s,11
ssss,10
sssss,8
-wss,6
--,6
-sss,5
ssssss,5
w-,5
s-w,4
-w,2
--ss,2
s--,2
sssss-,2
sss-,2
sws-,1
s-s-,1
ss-,1
w--,1
w-w,1
-sw,1
--w,1
-s-s,1
-ss-,1
sws,1
-ws,1
