entity,count
ss,153
sw,26
sss,24
s-,23
-ss,15
ws,13
sssss,7
-s,6
sssw,6
-sss,5
ssss,5
ss-,5
ssw,5
-w,3
--sss,3
s-s,3
ssssss,2
s-ss,2
s--sss,2
w-,2
ssws,2
swwwwwswssw,1
s-w,1
s-ssssssss,1
s--s,1
--,1
-ssss,1
s-sss,1
-s-s,1
sw-,1
wss,1
-wss,1
sss-,1
sws,1
ww,1
swsw,1
