entity,count
ss,110
sss,32
ws,14
-s,12
-ss,12
sw,6
s-,4
sssw,2
ssw,2
sssss,2
--sw-wss,1
ssswss,1
w-w,1
ssssss--sss,1
ssssss--ss,1
ssss,1
s-s,1
--sss,1
wws,1
--,1
swsssss,1
