entity,count
ss,256
sss,49
-s,40
s-,30
sw,16
--,15
ssss,11
-ss,11
-sss,9
sssss,9
ws,7
--s,6
--sss,5
wss,4
ssw,3
-w,3
w-,3
-s-s,3
sws,3
ssssss,2
s-ss,2
sssssss,2
---,2
ss-,2
ssssssss-ss,1
s---,1
---ss,1
-ssssss,1
ssssws,1
sssssssss,1
sswsssssss,1
w--,1
s-sss,1
-ssss,1
-sw,1
swssw,1
ss-sss,1
sswws,1
wsss,1
sswssssssss,1
swss,1
-sssssssss,1
ssssw,1
