entity,count
ss,184
-s,30
sss,28
s-,19
sw,15
sssss,13
-ss,9
ws,9
ssss,8
--,7
ss-,6
ssssss,4
--sss,3
s-s,2
-ssss,2
-sss,2
sws,2
sssw,2
w-w,1
sss-sssssss,1
-sw,1
--ss,1
wss-ss,1
ssw,1
ssws,1
-w,1
sw-s,1
ssssssssssss,1
w-,1
s-ss,1
wss,1
sssssss-,1
-swsss,1
ss--,1
ss-s-,1
ss-s,1
