entity,count
ss,389
sss,97
s-,73
-s,68
-ss,42
ws,25
sw,18
ssss,18
ssssss,12
-w,10
s-s,9
sssss,9
-ssss,8
--,7
-sss,6
ssssssss,5
--ss,4
w-,4
wss,3
s---,3
w-w,3
sssssss,3
s-ss,3
ssw,3
---,3
s-sss,2
wwws,2
sssssssssssssss,1
-swss,1
s-ssss,1
ss-,1
ssssssws,1
ww,1
-sws,1
sssw,1
-ssssss,1
sws--ssws,1
s-ws,1
ss--,1
-ssw,1
-ws,1
wsssss,1
--s,1
sssws,1
ssws,1
ssswssssss,1
w-s,1
