entity,count
ss,269
s-,60
sss,59
-s,39
-ss,19
s-s,13
ssss,13
sw,13
ws,12
sssss,6
-s-s,5
-sss,5
--sss,4
sws,4
--,4
w-,3
ssssss,3
sss-,3
w-w,2
-s-,2
-wss,2
s-sw,2
-ssw,2
--ss,2
-sw,2
--s,2
ww,2
w-s,2
s--s,1
ssws,1
sss-s,1
sssw,1
sw-w,1
-ssss,1
ssw,1
-w,1
ss-,1
sssssss,1
sssws,1
