entity,count
ss,73
-ss,21
sss,19
ssssss,18
-s,10
--,6
sssss,5
ssss,5
sw,4
s-s,3
sws,2
-wss,2
ssw,2
--sss,1
-sss,1
wsss,1
sss-ssss,1
-s-s,1
wsssssssss,1
wssw--s,1
ww,1
s-,1
--s,1
-sw,1
-w,1
ssssssss,1
ssswsssss,1
