entity,count
ss,237
-s,39
sss,29
s-,22
-ss,18
--,15
-sss,10
ws,8
ssss,6
sw,5
s-s,4
ssssss,3
sssss,3
sssssss,3
ss-,2
--ss,2
w-s,2
ssw,2
-w,2
sssw,2
w-w,2
--sss,2
--s,2
-sw,2
wwsws,1
ssws,1
-ssss,1
-s--ss,1
-sssss,1
-s-,1
wsss,1
swsws,1
ss-s,1
swss,1
sssssssssssss,1
-ssssss,1
ww,1
sss-,1
